"VAR","Variable","UNIT","Measure","COU","Country","YEA","Year","Value","Flag Codes","Flags"
"DNSTDENT","Practising dentists","DENSPPNB","Density per 1 000 population (head counts)","FIN","Finland","2012","2012",0.73,,
"DNSTDENT","Practising dentists","DENSPPNB","Density per 1 000 population (head counts)","FIN","Finland","2013","2013",0.71,,
"DNSTDENT","Practising dentists","DENSPPNB","Density per 1 000 population (head counts)","FIN","Finland","2014","2014",0.72,,
"DNSTPADN","Professionally active dentists","DENSPPNB","Density per 1 000 population (head counts)","FIN","Finland","2000","2000",0.89,,
"DNSTPADN","Professionally active dentists","DENSPPNB","Density per 1 000 population (head counts)","FIN","Finland","2001","2001",0.88,,
"DNSTPADN","Professionally active dentists","DENSPPNB","Density per 1 000 population (head counts)","FIN","Finland","2002","2002",0.87,,
"DNSTPADN","Professionally active dentists","DENSPPNB","Density per 1 000 population (head counts)","FIN","Finland","2003","2003",0.85,,
"DNSTPADN","Professionally active dentists","DENSPPNB","Density per 1 000 population (head counts)","FIN","Finland","2004","2004",0.85,,
"DNSTPADN","Professionally active dentists","DENSPPNB","Density per 1 000 population (head counts)","FIN","Finland","2005","2005",0.85,,
"DNSTPADN","Professionally active dentists","DENSPPNB","Density per 1 000 population (head counts)","FIN","Finland","2006","2006",0.83,,
"DNSTPADN","Professionally active dentists","DENSPPNB","Density per 1 000 population (head counts)","FIN","Finland","2007","2007",0.84,,
"DNSTPADN","Professionally active dentists","DENSPPNB","Density per 1 000 population (head counts)","FIN","Finland","2008","2008",0.83,,
"DNSTPADN","Professionally active dentists","DENSPPNB","Density per 1 000 population (head counts)","FIN","Finland","2009","2009",0.83,,
"DNSTPADN","Professionally active dentists","DENSPPNB","Density per 1 000 population (head counts)","FIN","Finland","2010","2010",0.86,,
"DNSTPADN","Professionally active dentists","DENSPPNB","Density per 1 000 population (head counts)","FIN","Finland","2011","2011",0.85,,
"DNSTLPDN","Dentists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","FIN","Finland","1995","1995",0.93,,
"DNSTLPDN","Dentists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","FIN","Finland","1996","1996",0.94,,
"DNSTLPDN","Dentists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","FIN","Finland","1997","1997",0.94,,
"DNSTLPDN","Dentists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","FIN","Finland","1998","1998",0.94,,
"DNSTLPDN","Dentists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","FIN","Finland","1999","1999",0.93,,
"DNSTLPDN","Dentists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","FIN","Finland","2000","2000",0.93,,
"DNSTLPDN","Dentists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","FIN","Finland","2001","2001",0.91,,
"DNSTLPDN","Dentists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","FIN","Finland","2002","2002",0.9,,
"DNSTLPDN","Dentists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","FIN","Finland","2003","2003",0.88,,
"DNSTLPDN","Dentists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","FIN","Finland","2004","2004",0.87,,
"DNSTLPDN","Dentists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","FIN","Finland","2005","2005",0.86,,
"DNSTLPDN","Dentists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","FIN","Finland","2006","2006",0.87,,
"DNSTLPDN","Dentists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","FIN","Finland","2007","2007",0.86,,
"DNSTLPDN","Dentists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","FIN","Finland","2008","2008",0.89,,
"DNSTLPDN","Dentists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","FIN","Finland","2009","2009",0.89,,
"DNSTLPDN","Dentists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","FIN","Finland","2010","2010",0.88,,
"DNSTLPDN","Dentists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","FIN","Finland","2011","2011",0.91,,
"DNSTLPDN","Dentists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","FIN","Finland","2012","2012",0.92,,
"DNSTLPDN","Dentists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","FIN","Finland","2013","2013",0.95,,
"DNSTLPDN","Dentists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","FIN","Finland","2014","2014",0.88,,
"DNSTDENT","Practising dentists","DENSPPNB","Density per 1 000 population (head counts)","FRA","France","2011","2011",0.64,,
"DNSTDENT","Practising dentists","DENSPPNB","Density per 1 000 population (head counts)","FRA","France","2012","2012",0.64,,
"DNSTDENT","Practising dentists","DENSPPNB","Density per 1 000 population (head counts)","FRA","France","2013","2013",0.64,,
"DNSTDENT","Practising dentists","DENSPPNB","Density per 1 000 population (head counts)","FRA","France","2014","2014",0.64,,
"DNSTDENT","Practising dentists","DENSPPNB","Density per 1 000 population (head counts)","FRA","France","2015","2015",0.64,,
"DNSTDENT","Practising dentists","DENSPPNB","Density per 1 000 population (head counts)","FRA","France","2016","2016",0.64,,
"DNSTPADN","Professionally active dentists","DENSPPNB","Density per 1 000 population (head counts)","FRA","France","1986","1986",0.66,,
"DNSTPADN","Professionally active dentists","DENSPPNB","Density per 1 000 population (head counts)","FRA","France","1987","1987",0.67,,
"DNSTPADN","Professionally active dentists","DENSPPNB","Density per 1 000 population (head counts)","FRA","France","1988","1988",0.68,,
"DNSTPADN","Professionally active dentists","DENSPPNB","Density per 1 000 population (head counts)","FRA","France","1989","1989",0.7,,
"DNSTPADN","Professionally active dentists","DENSPPNB","Density per 1 000 population (head counts)","FRA","France","1990","1990",0.69,,
"DNSTPADN","Professionally active dentists","DENSPPNB","Density per 1 000 population (head counts)","FRA","France","1991","1991",0.7,,
"DNSTPADN","Professionally active dentists","DENSPPNB","Density per 1 000 population (head counts)","FRA","France","1992","1992",0.7,,
"DNSTPADN","Professionally active dentists","DENSPPNB","Density per 1 000 population (head counts)","FRA","France","1993","1993",0.7,,
"DNSTPADN","Professionally active dentists","DENSPPNB","Density per 1 000 population (head counts)","FRA","France","1994","1994",0.71,,
"DNSTPADN","Professionally active dentists","DENSPPNB","Density per 1 000 population (head counts)","FRA","France","1995","1995",0.7,,
"DNSTPADN","Professionally active dentists","DENSPPNB","Density per 1 000 population (head counts)","FRA","France","1996","1996",0.7,,
"DNSTPADN","Professionally active dentists","DENSPPNB","Density per 1 000 population (head counts)","FRA","France","1997","1997",0.69,,
"DNSTPADN","Professionally active dentists","DENSPPNB","Density per 1 000 population (head counts)","FRA","France","1998","1998",0.7,,
"DNSTPADN","Professionally active dentists","DENSPPNB","Density per 1 000 population (head counts)","FRA","France","1999","1999",0.71,,
"DNSTPADN","Professionally active dentists","DENSPPNB","Density per 1 000 population (head counts)","FRA","France","2000","2000",0.7,,
"DNSTPADN","Professionally active dentists","DENSPPNB","Density per 1 000 population (head counts)","FRA","France","2001","2001",0.7,,
"DNSTPADN","Professionally active dentists","DENSPPNB","Density per 1 000 population (head counts)","FRA","France","2002","2002",0.7,,
"DNSTPADN","Professionally active dentists","DENSPPNB","Density per 1 000 population (head counts)","FRA","France","2003","2003",0.69,,
"DNSTPADN","Professionally active dentists","DENSPPNB","Density per 1 000 population (head counts)","FRA","France","2004","2004",0.69,,
"DNSTPADN","Professionally active dentists","DENSPPNB","Density per 1 000 population (head counts)","FRA","France","2005","2005",0.69,,
"DNSTPADN","Professionally active dentists","DENSPPNB","Density per 1 000 population (head counts)","FRA","France","2006","2006",0.69,,
"DNSTPADN","Professionally active dentists","DENSPPNB","Density per 1 000 population (head counts)","FRA","France","2007","2007",0.68,,
"DNSTPADN","Professionally active dentists","DENSPPNB","Density per 1 000 population (head counts)","FRA","France","2008","2008",0.67,,
"DNSTPADN","Professionally active dentists","DENSPPNB","Density per 1 000 population (head counts)","FRA","France","2009","2009",0.67,,
"DNSTPADN","Professionally active dentists","DENSPPNB","Density per 1 000 population (head counts)","FRA","France","2010","2010",0.67,,
"DNSTPADN","Professionally active dentists","DENSPPNB","Density per 1 000 population (head counts)","FRA","France","2011","2011",0.64,"B","Break"
"DNSTPADN","Professionally active dentists","DENSPPNB","Density per 1 000 population (head counts)","FRA","France","2012","2012",0.64,,
"DNSTPADN","Professionally active dentists","DENSPPNB","Density per 1 000 population (head counts)","FRA","France","2013","2013",0.64,,
"DNSTPADN","Professionally active dentists","DENSPPNB","Density per 1 000 population (head counts)","FRA","France","2014","2014",0.65,,
"DNSTPADN","Professionally active dentists","DENSPPNB","Density per 1 000 population (head counts)","FRA","France","2015","2015",0.64,,
"DNSTPADN","Professionally active dentists","DENSPPNB","Density per 1 000 population (head counts)","FRA","France","2016","2016",0.65,,
"DNSTDENT","Practising dentists","DENSPPNB","Density per 1 000 population (head counts)","DEU","Germany","1992","1992",0.66,,
"DNSTDENT","Practising dentists","DENSPPNB","Density per 1 000 population (head counts)","DEU","Germany","1993","1993",0.68,,
"DNSTDENT","Practising dentists","DENSPPNB","Density per 1 000 population (head counts)","DEU","Germany","1994","1994",0.7,,
"DNSTDENT","Practising dentists","DENSPPNB","Density per 1 000 population (head counts)","DEU","Germany","1995","1995",0.72,,
"DNSTDENT","Practising dentists","DENSPPNB","Density per 1 000 population (head counts)","DEU","Germany","1996","1996",0.72,,
"DNSTDENT","Practising dentists","DENSPPNB","Density per 1 000 population (head counts)","DEU","Germany","1997","1997",0.73,,
"DNSTDENT","Practising dentists","DENSPPNB","Density per 1 000 population (head counts)","DEU","Germany","1998","1998",0.74,,
"DNSTDENT","Practising dentists","DENSPPNB","Density per 1 000 population (head counts)","DEU","Germany","1999","1999",0.74,,
"DNSTDENT","Practising dentists","DENSPPNB","Density per 1 000 population (head counts)","DEU","Germany","2000","2000",0.75,,
"DNSTDENT","Practising dentists","DENSPPNB","Density per 1 000 population (head counts)","DEU","Germany","2001","2001",0.75,,
"DNSTDENT","Practising dentists","DENSPPNB","Density per 1 000 population (head counts)","DEU","Germany","2002","2002",0.75,,
"DNSTDENT","Practising dentists","DENSPPNB","Density per 1 000 population (head counts)","DEU","Germany","2003","2003",0.76,,
"DNSTDENT","Practising dentists","DENSPPNB","Density per 1 000 population (head counts)","DEU","Germany","2004","2004",0.77,,
"DNSTDENT","Practising dentists","DENSPPNB","Density per 1 000 population (head counts)","DEU","Germany","2005","2005",0.77,,
"DNSTDENT","Practising dentists","DENSPPNB","Density per 1 000 population (head counts)","DEU","Germany","2006","2006",0.78,,
"DNSTDENT","Practising dentists","DENSPPNB","Density per 1 000 population (head counts)","DEU","Germany","2007","2007",0.78,,
"DNSTDENT","Practising dentists","DENSPPNB","Density per 1 000 population (head counts)","DEU","Germany","2008","2008",0.79,,
"DNSTDENT","Practising dentists","DENSPPNB","Density per 1 000 population (head counts)","DEU","Germany","2009","2009",0.8,,
"DNSTDENT","Practising dentists","DENSPPNB","Density per 1 000 population (head counts)","DEU","Germany","2010","2010",0.81,,
"DNSTDENT","Practising dentists","DENSPPNB","Density per 1 000 population (head counts)","DEU","Germany","2011","2011",0.83,,
"DNSTDENT","Practising dentists","DENSPPNB","Density per 1 000 population (head counts)","DEU","Germany","2012","2012",0.84,,
"DNSTDENT","Practising dentists","DENSPPNB","Density per 1 000 population (head counts)","DEU","Germany","2013","2013",0.85,,
"DNSTDENT","Practising dentists","DENSPPNB","Density per 1 000 population (head counts)","DEU","Germany","2014","2014",0.85,,
"DNSTDENT","Practising dentists","DENSPPNB","Density per 1 000 population (head counts)","DEU","Germany","2015","2015",0.86,,
"DNSTPADN","Professionally active dentists","DENSPPNB","Density per 1 000 population (head counts)","DEU","Germany","1992","1992",0.71,,
"DNSTPADN","Professionally active dentists","DENSPPNB","Density per 1 000 population (head counts)","DEU","Germany","1993","1993",0.73,,
"DNSTPADN","Professionally active dentists","DENSPPNB","Density per 1 000 population (head counts)","DEU","Germany","1994","1994",0.74,,
"DNSTPADN","Professionally active dentists","DENSPPNB","Density per 1 000 population (head counts)","DEU","Germany","1995","1995",0.75,,
"DNSTPADN","Professionally active dentists","DENSPPNB","Density per 1 000 population (head counts)","DEU","Germany","1996","1996",0.76,,
"DNSTPADN","Professionally active dentists","DENSPPNB","Density per 1 000 population (head counts)","DEU","Germany","1997","1997",0.77,,
"DNSTPADN","Professionally active dentists","DENSPPNB","Density per 1 000 population (head counts)","DEU","Germany","1998","1998",0.77,,
"DNSTPADN","Professionally active dentists","DENSPPNB","Density per 1 000 population (head counts)","DEU","Germany","1999","1999",0.78,,
"DNSTPADN","Professionally active dentists","DENSPPNB","Density per 1 000 population (head counts)","DEU","Germany","2000","2000",0.78,,
"DNSTPADN","Professionally active dentists","DENSPPNB","Density per 1 000 population (head counts)","DEU","Germany","2001","2001",0.79,,
"DNSTPADN","Professionally active dentists","DENSPPNB","Density per 1 000 population (head counts)","DEU","Germany","2002","2002",0.79,,
"DNSTPADN","Professionally active dentists","DENSPPNB","Density per 1 000 population (head counts)","DEU","Germany","2003","2003",0.8,,
"DNSTPADN","Professionally active dentists","DENSPPNB","Density per 1 000 population (head counts)","DEU","Germany","2004","2004",0.8,,
"DNSTPADN","Professionally active dentists","DENSPPNB","Density per 1 000 population (head counts)","DEU","Germany","2005","2005",0.81,,
"DNSTPADN","Professionally active dentists","DENSPPNB","Density per 1 000 population (head counts)","DEU","Germany","2006","2006",0.81,,
"DNSTPADN","Professionally active dentists","DENSPPNB","Density per 1 000 population (head counts)","DEU","Germany","2007","2007",0.82,,
"DNSTPADN","Professionally active dentists","DENSPPNB","Density per 1 000 population (head counts)","DEU","Germany","2008","2008",0.83,,
"DNSTPADN","Professionally active dentists","DENSPPNB","Density per 1 000 population (head counts)","DEU","Germany","2009","2009",0.84,,
"DNSTPADN","Professionally active dentists","DENSPPNB","Density per 1 000 population (head counts)","DEU","Germany","2010","2010",0.85,,
"DNSTPADN","Professionally active dentists","DENSPPNB","Density per 1 000 population (head counts)","DEU","Germany","2011","2011",0.87,,
"DNSTPADN","Professionally active dentists","DENSPPNB","Density per 1 000 population (head counts)","DEU","Germany","2012","2012",0.88,,
"DNSTPADN","Professionally active dentists","DENSPPNB","Density per 1 000 population (head counts)","DEU","Germany","2013","2013",0.89,,
"DNSTPADN","Professionally active dentists","DENSPPNB","Density per 1 000 population (head counts)","DEU","Germany","2014","2014",0.89,,
"DNSTPADN","Professionally active dentists","DENSPPNB","Density per 1 000 population (head counts)","DEU","Germany","2015","2015",0.89,,
"DNSTLPDN","Dentists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","DEU","Germany","1992","1992",0.9,,
"DNSTLPDN","Dentists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","DEU","Germany","1993","1993",0.92,,
"DNSTLPDN","Dentists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","DEU","Germany","1994","1994",0.93,,
"DNSTLPDN","Dentists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","DEU","Germany","1995","1995",0.94,,
"DNSTLPDN","Dentists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","DEU","Germany","1996","1996",0.95,,
"DNSTLPDN","Dentists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","DEU","Germany","1997","1997",0.96,,
"DNSTLPDN","Dentists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","DEU","Germany","1998","1998",0.96,,
"DNSTLPDN","Dentists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","DEU","Germany","1999","1999",0.97,,
"DNSTLPDN","Dentists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","DEU","Germany","2000","2000",0.97,,
"DNSTLPDN","Dentists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","DEU","Germany","2001","2001",0.97,,
"DNSTLPDN","Dentists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","DEU","Germany","2002","2002",0.98,,
"DNSTLPDN","Dentists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","DEU","Germany","2003","2003",0.99,,
"DNSTLPDN","Dentists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","DEU","Germany","2004","2004",1,,
"DNSTLPDN","Dentists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","DEU","Germany","2005","2005",1.01,,
"DNSTLPDN","Dentists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","DEU","Germany","2006","2006",1.02,,
"DNSTLPDN","Dentists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","DEU","Germany","2007","2007",1.03,,
"DNSTLPDN","Dentists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","DEU","Germany","2008","2008",1.05,,
"DNSTLPDN","Dentists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","DEU","Germany","2009","2009",1.07,,
"DNSTLPDN","Dentists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","DEU","Germany","2010","2010",1.08,,
"DNSTLPDN","Dentists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","DEU","Germany","2011","2011",1.11,,
"DNSTLPDN","Dentists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","DEU","Germany","2012","2012",1.13,,
"DNSTLPDN","Dentists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","DEU","Germany","2013","2013",1.14,,
"DNSTLPDN","Dentists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","DEU","Germany","2014","2014",1.15,,
"DNSTLPDN","Dentists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","DEU","Germany","2015","2015",1.16,,
"DNSTLPDN","Dentists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","GRC","Greece","1980","1980",0.79,,
"DNSTLPDN","Dentists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","GRC","Greece","1981","1981",0.79,,
"DNSTLPDN","Dentists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","GRC","Greece","1982","1982",0.82,,
"DNSTLPDN","Dentists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","GRC","Greece","1983","1983",0.84,,
"DNSTLPDN","Dentists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","GRC","Greece","1984","1984",0.85,,
"DNSTLPDN","Dentists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","GRC","Greece","1985","1985",0.88,,
"DNSTLPDN","Dentists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","GRC","Greece","1986","1986",0.91,,
"DNSTLPDN","Dentists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","GRC","Greece","1987","1987",0.91,,
"DNSTLPDN","Dentists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","GRC","Greece","1988","1988",0.92,,
"DNSTLPDN","Dentists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","GRC","Greece","1989","1989",0.95,,
"DNSTLPDN","Dentists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","GRC","Greece","1990","1990",0.98,,
"DNSTLPDN","Dentists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","GRC","Greece","1991","1991",0.99,,
"DNSTLPDN","Dentists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","GRC","Greece","1992","1992",1,,
"DNSTLPDN","Dentists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","GRC","Greece","1993","1993",1.03,,
"DNSTLPDN","Dentists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","GRC","Greece","1994","1994",1.03,,
"DNSTLPDN","Dentists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","GRC","Greece","1995","1995",1.01,,
"DNSTLPDN","Dentists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","GRC","Greece","1996","1996",1.08,,
"DNSTLPDN","Dentists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","GRC","Greece","1997","1997",1.09,,
"DNSTLPDN","Dentists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","GRC","Greece","1998","1998",1.11,,
"DNSTLPDN","Dentists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","GRC","Greece","1999","1999",1.13,,
"DNSTLPDN","Dentists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","GRC","Greece","2000","2000",1.14,,
"DNSTLPDN","Dentists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","GRC","Greece","2001","2001",1.14,,
"DNSTLPDN","Dentists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","GRC","Greece","2002","2002",1.2,,
"DNSTLPDN","Dentists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","GRC","Greece","2003","2003",1.2,,
"DNSTLPDN","Dentists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","GRC","Greece","2004","2004",1.22,,
"DNSTLPDN","Dentists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","GRC","Greece","2005","2005",1.22,,
"DNSTLPDN","Dentists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","GRC","Greece","2006","2006",1.29,,
"DNSTLPDN","Dentists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","GRC","Greece","2007","2007",1.31,,
"DNSTLPDN","Dentists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","GRC","Greece","2008","2008",1.33,,
"DNSTLPDN","Dentists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","GRC","Greece","2009","2009",1.33,,
"DNSTLPDN","Dentists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","GRC","Greece","2010","2010",1.32,,
"DNSTLPDN","Dentists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","GRC","Greece","2011","2011",1.31,,
"DNSTLPDN","Dentists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","GRC","Greece","2012","2012",1.29,,
"DNSTLPDN","Dentists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","GRC","Greece","2013","2013",1.27,,
"DNSTLPDN","Dentists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","GRC","Greece","2014","2014",1.26,,
"DNSTLPDN","Dentists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","GRC","Greece","2015","2015",1.23,,
"DNSTDENT","Practising dentists","DENSPPNB","Density per 1 000 population (head counts)","HUN","Hungary","1985","1985",0.26,,
"DNSTDENT","Practising dentists","DENSPPNB","Density per 1 000 population (head counts)","HUN","Hungary","1986","1986",0.27,,
"DNSTDENT","Practising dentists","DENSPPNB","Density per 1 000 population (head counts)","HUN","Hungary","1987","1987",0.21,,
"DNSTDENT","Practising dentists","DENSPPNB","Density per 1 000 population (head counts)","HUN","Hungary","1988","1988",0.25,,
"DNSTDENT","Practising dentists","DENSPPNB","Density per 1 000 population (head counts)","HUN","Hungary","1989","1989",0.22,,
"DNSTDENT","Practising dentists","DENSPPNB","Density per 1 000 population (head counts)","HUN","Hungary","1990","1990",0.23,,
"DNSTDENT","Practising dentists","DENSPPNB","Density per 1 000 population (head counts)","HUN","Hungary","1991","1991",0.23,,
"DNSTDENT","Practising dentists","DENSPPNB","Density per 1 000 population (head counts)","HUN","Hungary","1992","1992",0.32,,
"DNSTDENT","Practising dentists","DENSPPNB","Density per 1 000 population (head counts)","HUN","Hungary","1993","1993",0.34,,
"DNSTDENT","Practising dentists","DENSPPNB","Density per 1 000 population (head counts)","HUN","Hungary","1994","1994",0.35,,
"DNSTDENT","Practising dentists","DENSPPNB","Density per 1 000 population (head counts)","HUN","Hungary","1995","1995",0.35,,
"DNSTDENT","Practising dentists","DENSPPNB","Density per 1 000 population (head counts)","HUN","Hungary","1996","1996",0.36,,
"DNSTDENT","Practising dentists","DENSPPNB","Density per 1 000 population (head counts)","HUN","Hungary","1997","1997",0.37,,
"DNSTDENT","Practising dentists","DENSPPNB","Density per 1 000 population (head counts)","HUN","Hungary","1998","1998",0.44,,
"DNSTDENT","Practising dentists","DENSPPNB","Density per 1 000 population (head counts)","HUN","Hungary","1999","1999",0.45,,
"DNSTDENT","Practising dentists","DENSPPNB","Density per 1 000 population (head counts)","HUN","Hungary","2000","2000",0.32,"E; B","Estimated value; Break"
"DNSTDENT","Practising dentists","DENSPPNB","Density per 1 000 population (head counts)","HUN","Hungary","2001","2001",0.36,,
"DNSTDENT","Practising dentists","DENSPPNB","Density per 1 000 population (head counts)","HUN","Hungary","2002","2002",0.48,"B","Break"
"DNSTDENT","Practising dentists","DENSPPNB","Density per 1 000 population (head counts)","HUN","Hungary","2003","2003",0.53,,
"DNSTDENT","Practising dentists","DENSPPNB","Density per 1 000 population (head counts)","HUN","Hungary","2004","2004",0.51,,
"DNSTDENT","Practising dentists","DENSPPNB","Density per 1 000 population (head counts)","HUN","Hungary","2005","2005",0.45,"B","Break"
"DNSTDENT","Practising dentists","DENSPPNB","Density per 1 000 population (head counts)","HUN","Hungary","2006","2006",0.5,,
"DNSTDENT","Practising dentists","DENSPPNB","Density per 1 000 population (head counts)","HUN","Hungary","2007","2007",0.4,"B","Break"
"DNSTDENT","Practising dentists","DENSPPNB","Density per 1 000 population (head counts)","HUN","Hungary","2008","2008",0.5,"B","Break"
"DNSTDENT","Practising dentists","DENSPPNB","Density per 1 000 population (head counts)","HUN","Hungary","2009","2009",0.49,,
"DNSTDENT","Practising dentists","DENSPPNB","Density per 1 000 population (head counts)","HUN","Hungary","2010","2010",0.53,,
"DNSTDENT","Practising dentists","DENSPPNB","Density per 1 000 population (head counts)","HUN","Hungary","2011","2011",0.53,,
"DNSTDENT","Practising dentists","DENSPPNB","Density per 1 000 population (head counts)","HUN","Hungary","2012","2012",0.57,,
"DNSTDENT","Practising dentists","DENSPPNB","Density per 1 000 population (head counts)","HUN","Hungary","2013","2013",0.6,,
"DNSTDENT","Practising dentists","DENSPPNB","Density per 1 000 population (head counts)","HUN","Hungary","2014","2014",0.63,,
"DNSTDENT","Practising dentists","DENSPPNB","Density per 1 000 population (head counts)","HUN","Hungary","2015","2015",0.6,"B","Break"
"DNSTLPDN","Dentists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","HUN","Hungary","2007","2007",0.68,,
"DNSTLPDN","Dentists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","HUN","Hungary","2008","2008",0.7,,
"DNSTLPDN","Dentists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","HUN","Hungary","2009","2009",0.72,,
"DNSTLPDN","Dentists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","HUN","Hungary","2010","2010",0.74,,
"DNSTLPDN","Dentists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","HUN","Hungary","2011","2011",0.77,,
"DNSTLPDN","Dentists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","HUN","Hungary","2012","2012",0.82,,
"DNSTLPDN","Dentists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","HUN","Hungary","2013","2013",0.85,,
"DNSTLPDN","Dentists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","HUN","Hungary","2014","2014",0.89,,
"DNSTLPDN","Dentists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","HUN","Hungary","2015","2015",0.93,,
"DNSTDENT","Practising dentists","DENSPPNB","Density per 1 000 population (head counts)","ISL","Iceland","1980","1980",0.74,,
"DNSTDENT","Practising dentists","DENSPPNB","Density per 1 000 population (head counts)","ISL","Iceland","1981","1981",0.76,,
"DNSTDENT","Practising dentists","DENSPPNB","Density per 1 000 population (head counts)","ISL","Iceland","1982","1982",0.77,,
"DNSTDENT","Practising dentists","DENSPPNB","Density per 1 000 population (head counts)","ISL","Iceland","1983","1983",0.81,,
"DNSTDENT","Practising dentists","DENSPPNB","Density per 1 000 population (head counts)","ISL","Iceland","1984","1984",0.81,,
"DNSTDENT","Practising dentists","DENSPPNB","Density per 1 000 population (head counts)","ISL","Iceland","1985","1985",0.82,,
